DATATYPE	 IR Spectrum
XYUNITS	 Wavenumber;PercentTransmittance
DECIMALSYMBOL	 .
1967.00	 99.98
1968.00	 99.98
1969.00	 99.98
1970.00	 99.98
1971.00	 99.99
1972.00	 100.03
1973.00	 100.06
1974.00	 100.05
1975.00	 100.02
1976.00	 99.97
1977.00	 99.93
1978.00	 99.87
1979.00	 99.80
1980.00	 99.75
1981.00	 99.74
1982.00	 99.78
1983.00	 99.84
1984.00	 99.90
1985.00	 99.94
1986.00	 99.95
1987.00	 99.93
1988.00	 99.89
1989.00	 99.85
1990.00	 99.83
1991.00	 99.82
1992.00	 99.82
1993.00	 99.83
1994.00	 99.84
1995.00	 99.83
1996.00	 99.82
1997.00	 99.82
1998.00	 99.84
1999.00	 99.86
2000.00	 99.88
2001.00	 99.87
2002.00	 99.87
2003.00	 99.87
2004.00	 99.89
2005.00	 99.93
2006.00	 99.94
2007.00	 99.91
2008.00	 99.89
2009.00	 99.89
2010.00	 99.91
2011.00	 99.93
2012.00	 99.93
2013.00	 99.91
2014.00	 99.89
2015.00	 99.87
2016.00	 99.86
2017.00	 99.86
2018.00	 99.88
2019.00	 99.90
2020.00	 99.92
2021.00	 99.92
2022.00	 99.93
2023.00	 99.94
2024.00	 99.95
2025.00	 99.95
2026.00	 99.95
2027.00	 99.94
2028.00	 99.92
2029.00	 99.90
2030.00	 99.87
2031.00	 99.84
2032.00	 99.82
2033.00	 99.81
2034.00	 99.78
2035.00	 99.73
2036.00	 99.70
2037.00	 99.72
2038.00	 99.77
2039.00	 99.82
2040.00	 99.86
2041.00	 99.87
2042.00	 99.86
2043.00	 99.85
2044.00	 99.84
2045.00	 99.84
2046.00	 99.84
2047.00	 99.83
2048.00	 99.80
2049.00	 99.79
2050.00	 99.78
2051.00	 99.79
2052.00	 99.80
2053.00	 99.83
2054.00	 99.85
2055.00	 99.85
2056.00	 99.84
2057.00	 99.84
2058.00	 99.85
2059.00	 99.86
2060.00	 99.86
2061.00	 99.87
2062.00	 99.90
2063.00	 99.91
2064.00	 99.92
2065.00	 99.91
2066.00	 99.89
2067.00	 99.88
2068.00	 99.87
2069.00	 99.87
2070.00	 99.86
2071.00	 99.84
2072.00	 99.83
2073.00	 99.82
2074.00	 99.83
2075.00	 99.83
2076.00	 99.83
2077.00	 99.81
2078.00	 99.81
2079.00	 99.83
2080.00	 99.84
2081.00	 99.85
2082.00	 99.85
2083.00	 99.83
2084.00	 99.82
2085.00	 99.81
2086.00	 99.82
2087.00	 99.83
2088.00	 99.84
2089.00	 99.85
2090.00	 99.86
2091.00	 99.88
2092.00	 99.90
2093.00	 99.92
2094.00	 99.93
2095.00	 99.93
2096.00	 99.91
2097.00	 99.89
2098.00	 99.88
2099.00	 99.88
2100.00	 99.89
2101.00	 99.89
2102.00	 99.89
2103.00	 99.88
2104.00	 99.88
2105.00	 99.89
2106.00	 99.89
2107.00	 99.88
2108.00	 99.87
2109.00	 99.86
2110.00	 99.86
2111.00	 99.86
2112.00	 99.86
2113.00	 99.84
2114.00	 99.82
2115.00	 99.80
2116.00	 99.81
2117.00	 99.84
2118.00	 99.88
2119.00	 99.91
2120.00	 99.91
2121.00	 99.90
2122.00	 99.89
2123.00	 99.90
2124.00	 99.91
2125.00	 99.92
2126.00	 99.95
2127.00	 99.99
2128.00	 100.02
2129.00	 100.04
2130.00	 100.04
2131.00	 100.03
2132.00	 100.03
2133.00	 100.05
2134.00	 100.08
2135.00	 100.11
2136.00	 100.12
2137.00	 100.11
2138.00	 100.09
2139.00	 100.07
2140.00	 100.07
2141.00	 100.07
2142.00	 100.07
2143.00	 100.06
2144.00	 100.05
2145.00	 100.03
2146.00	 100.01
2147.00	 99.98
2148.00	 99.95
2149.00	 99.93
2150.00	 99.93
2151.00	 99.95
2152.00	 99.98
2153.00	 100.00
2154.00	 100.02
2155.00	 100.02
2156.00	 100.05
2157.00	 100.10
2158.00	 100.12
2159.00	 100.08
2160.00	 99.96
2161.00	 99.83
2162.00	 99.76
2163.00	 99.76
2164.00	 99.78
2165.00	 99.79
2166.00	 99.77
2167.00	 99.73
2168.00	 99.70
2169.00	 99.70
2170.00	 99.72
2171.00	 99.73
2172.00	 99.73
2173.00	 99.73
2174.00	 99.73
2175.00	 99.74
2176.00	 99.75
2177.00	 99.75
2178.00	 99.76
2179.00	 99.77
2180.00	 99.81
2181.00	 99.87
2182.00	 99.91
2183.00	 99.92
2184.00	 99.92
2185.00	 99.91
2186.00	 99.90
2187.00	 99.87
2188.00	 99.84
2189.00	 99.81
2190.00	 99.80
2191.00	 99.78
2192.00	 99.76
2193.00	 99.73
2194.00	 99.71
2195.00	 99.69
2196.00	 99.67
2197.00	 99.66
2198.00	 99.66
2199.00	 99.69
2200.00	 99.75
2201.00	 99.80
2202.00	 99.85
2203.00	 99.86
2204.00	 99.84
2205.00	 99.82
2206.00	 99.80
2207.00	 99.79
2208.00	 99.79
2209.00	 99.80
2210.00	 99.81
2211.00	 99.79
2212.00	 99.77
2213.00	 99.75
2214.00	 99.75
2215.00	 99.78
2216.00	 99.79
2217.00	 99.79
2218.00	 99.76
2219.00	 99.73
2220.00	 99.72
2221.00	 99.71
2222.00	 99.71
2223.00	 99.71
2224.00	 99.72
2225.00	 99.74
2226.00	 99.78
2227.00	 99.80
2228.00	 99.82
2229.00	 99.83
2230.00	 99.83
2231.00	 99.82
2232.00	 99.80
2233.00	 99.79
2234.00	 99.79
2235.00	 99.79
2236.00	 99.78
2237.00	 99.77
2238.00	 99.76
2239.00	 99.76
2240.00	 99.78
2241.00	 99.80
2242.00	 99.81
2243.00	 99.80
2244.00	 99.79
2245.00	 99.78
2246.00	 99.78
2247.00	 99.79
2248.00	 99.81
2249.00	 99.81
2250.00	 99.81
2251.00	 99.79
2252.00	 99.78
2253.00	 99.77
2254.00	 99.77
2255.00	 99.77
2256.00	 99.77
2257.00	 99.75
2258.00	 99.73
2259.00	 99.72
2260.00	 99.70
2261.00	 99.71
2262.00	 99.73
2263.00	 99.75
2264.00	 99.76
2265.00	 99.76
2266.00	 99.76
2267.00	 99.74
2268.00	 99.73
2269.00	 99.73
2270.00	 99.75
2271.00	 99.77
2272.00	 99.78
2273.00	 99.78
2274.00	 99.77
2275.00	 99.76
2276.00	 99.74
2277.00	 99.73
2278.00	 99.73
2279.00	 99.73
2280.00	 99.72
2281.00	 99.70
2282.00	 99.68
2283.00	 99.67
2284.00	 99.66
2285.00	 99.66
2286.00	 99.66
2287.00	 99.67
2288.00	 99.68
2289.00	 99.69
2290.00	 99.69
2291.00	 99.69
2292.00	 99.69
2293.00	 99.69
2294.00	 99.70
2295.00	 99.71
2296.00	 99.72
2297.00	 99.73
2298.00	 99.74
2299.00	 99.75
2300.00	 99.77
2301.00	 99.78
2302.00	 99.78
2303.00	 99.78
2304.00	 99.77
2305.00	 99.77
2306.00	 99.76
2307.00	 99.76
2308.00	 99.76
2309.00	 99.75
2310.00	 99.74
2311.00	 99.72
2312.00	 99.70
2313.00	 99.68
2314.00	 99.68
2315.00	 99.68
2316.00	 99.68
2317.00	 99.70
2318.00	 99.71
2319.00	 99.71
2320.00	 99.70
2321.00	 99.69
2322.00	 99.66
2323.00	 99.62
2324.00	 99.59
2325.00	 99.58
2326.00	 99.59
2327.00	 99.64
2328.00	 99.69
2329.00	 99.73
2330.00	 99.75
2331.00	 99.76
2332.00	 99.75
2333.00	 99.74
2334.00	 99.73
2335.00	 99.73
2336.00	 99.74
2337.00	 99.74
2338.00	 99.74
2339.00	 99.75
2340.00	 99.75
2341.00	 99.77
2342.00	 99.80
2343.00	 99.84
2344.00	 99.87
2345.00	 99.86
2346.00	 99.83
2347.00	 99.80
2348.00	 99.78
2349.00	 99.78
2350.00	 99.79
2351.00	 99.79
2352.00	 99.78
2353.00	 99.77
2354.00	 99.78
2355.00	 99.79
2356.00	 99.80
2357.00	 99.80
2358.00	 99.80
2359.00	 99.79
2360.00	 99.79
2361.00	 99.81
2362.00	 99.84
2363.00	 99.86
2364.00	 99.86
2365.00	 99.84
2366.00	 99.82
2367.00	 99.81
2368.00	 99.82
2369.00	 99.82
2370.00	 99.82
2371.00	 99.81
2372.00	 99.80
2373.00	 99.81
2374.00	 99.83
2375.00	 99.84
2376.00	 99.85
2377.00	 99.85
2378.00	 99.84
2379.00	 99.84
2380.00	 99.83
2381.00	 99.82
2382.00	 99.81
2383.00	 99.80
2384.00	 99.80
2385.00	 99.81
2386.00	 99.80
2387.00	 99.80
2388.00	 99.79
2389.00	 99.79
2390.00	 99.78
2391.00	 99.78
2392.00	 99.79
2393.00	 99.80
2394.00	 99.81
2395.00	 99.82
2396.00	 99.81
2397.00	 99.81
2398.00	 99.80
2399.00	 99.80
2400.00	 99.79
2401.00	 99.78
2402.00	 99.78
2403.00	 99.77
2404.00	 99.77
2405.00	 99.78
2406.00	 99.78
2407.00	 99.78
2408.00	 99.77
2409.00	 99.76
2410.00	 99.76
2411.00	 99.75
2412.00	 99.76
2413.00	 99.77
2414.00	 99.77
2415.00	 99.78
2416.00	 99.78
2417.00	 99.79
2418.00	 99.80
2419.00	 99.80
2420.00	 99.80
2421.00	 99.80
2422.00	 99.79
2423.00	 99.78
2424.00	 99.76
2425.00	 99.76
2426.00	 99.75
2427.00	 99.76
2428.00	 99.76
2429.00	 99.76
2430.00	 99.76
2431.00	 99.77
2432.00	 99.78
2433.00	 99.78
2434.00	 99.79
2435.00	 99.78
2436.00	 99.77
2437.00	 99.75
2438.00	 99.74
2439.00	 99.74
2440.00	 99.74
2441.00	 99.74
2442.00	 99.74
2443.00	 99.74
2444.00	 99.75
2445.00	 99.76
2446.00	 99.77
2447.00	 99.77
2448.00	 99.77
2449.00	 99.77
2450.00	 99.77
2451.00	 99.77
2452.00	 99.78
2453.00	 99.78
2454.00	 99.78
2455.00	 99.76
2456.00	 99.75
2457.00	 99.74
2458.00	 99.74
2459.00	 99.75
2460.00	 99.75
2461.00	 99.75
2462.00	 99.73
2463.00	 99.72
2464.00	 99.72
2465.00	 99.72
2466.00	 99.73
2467.00	 99.74
2468.00	 99.74
2469.00	 99.75
2470.00	 99.76
2471.00	 99.76
2472.00	 99.76
2473.00	 99.75
2474.00	 99.75
2475.00	 99.75
2476.00	 99.75
2477.00	 99.74
2478.00	 99.73
2479.00	 99.72
2480.00	 99.71
2481.00	 99.71
2482.00	 99.71
2483.00	 99.71
2484.00	 99.72
2485.00	 99.72
2486.00	 99.73
2487.00	 99.74
2488.00	 99.74
2489.00	 99.74
2490.00	 99.74
2491.00	 99.74
2492.00	 99.73
2493.00	 99.73
2494.00	 99.72
2495.00	 99.73
2496.00	 99.74
2497.00	 99.74
2498.00	 99.74
2499.00	 99.73
2500.00	 99.72
2501.00	 99.72
2502.00	 99.73
2503.00	 99.74
2504.00	 99.74
2505.00	 99.73
2506.00	 99.72
2507.00	 99.71
2508.00	 99.72
2509.00	 99.72
2510.00	 99.73
2511.00	 99.74
2512.00	 99.74
2513.00	 99.73
2514.00	 99.73
2515.00	 99.73
2516.00	 99.73
2517.00	 99.73
2518.00	 99.72
2519.00	 99.72
2520.00	 99.72
2521.00	 99.72
2522.00	 99.72
2523.00	 99.71
2524.00	 99.69
2525.00	 99.69
2526.00	 99.69
2527.00	 99.70
2528.00	 99.72
2529.00	 99.73
2530.00	 99.73
2531.00	 99.73
2532.00	 99.72
2533.00	 99.71
2534.00	 99.70
2535.00	 99.69
2536.00	 99.69
2537.00	 99.69
2538.00	 99.69
2539.00	 99.69
2540.00	 99.68
2541.00	 99.68
2542.00	 99.68
2543.00	 99.67
2544.00	 99.66
2545.00	 99.66
2546.00	 99.66
2547.00	 99.67
2548.00	 99.67
2549.00	 99.67
2550.00	 99.66
2551.00	 99.65
2552.00	 99.64
2553.00	 99.64
2554.00	 99.64
2555.00	 99.64
2556.00	 99.65
2557.00	 99.66
2558.00	 99.65
2559.00	 99.65
2560.00	 99.64
2561.00	 99.64
2562.00	 99.64
2563.00	 99.64
2564.00	 99.64
2565.00	 99.63
2566.00	 99.63
2567.00	 99.62
2568.00	 99.62
2569.00	 99.62
2570.00	 99.61
2571.00	 99.61
2572.00	 99.60
2573.00	 99.59
2574.00	 99.58
2575.00	 99.58
2576.00	 99.58
2577.00	 99.57
2578.00	 99.56
2579.00	 99.55
2580.00	 99.55
2581.00	 99.55
2582.00	 99.55
2583.00	 99.56
2584.00	 99.57
2585.00	 99.58
2586.00	 99.59
2587.00	 99.59
2588.00	 99.59
2589.00	 99.59
2590.00	 99.59
2591.00	 99.59
2592.00	 99.60
2593.00	 99.60
2594.00	 99.59
2595.00	 99.58
2596.00	 99.58
2597.00	 99.59
2598.00	 99.60
2599.00	 99.60
2600.00	 99.60
2601.00	 99.60
2602.00	 99.59
2603.00	 99.58
2604.00	 99.57
2605.00	 99.56
2606.00	 99.56
2607.00	 99.56
2608.00	 99.56
2609.00	 99.55
2610.00	 99.55
2611.00	 99.55
2612.00	 99.55
2613.00	 99.56
2614.00	 99.56
2615.00	 99.55
2616.00	 99.54
2617.00	 99.54
2618.00	 99.53
2619.00	 99.52
2620.00	 99.52
2621.00	 99.52
2622.00	 99.52
2623.00	 99.53
2624.00	 99.54
2625.00	 99.54
2626.00	 99.55
2627.00	 99.55
2628.00	 99.55
2629.00	 99.56
2630.00	 99.56
2631.00	 99.55
2632.00	 99.54
2633.00	 99.54
2634.00	 99.53
2635.00	 99.52
2636.00	 99.52
2637.00	 99.52
2638.00	 99.52
2639.00	 99.52
2640.00	 99.52
2641.00	 99.52
2642.00	 99.53
2643.00	 99.53
2644.00	 99.53
2645.00	 99.53
2646.00	 99.52
2647.00	 99.51
2648.00	 99.51
2649.00	 99.51
2650.00	 99.51
2651.00	 99.50
2652.00	 99.50
2653.00	 99.49
2654.00	 99.48
2655.00	 99.48
2656.00	 99.48
2657.00	 99.49
2658.00	 99.50
2659.00	 99.50
2660.00	 99.51
2661.00	 99.51
2662.00	 99.51
2663.00	 99.52
2664.00	 99.52
2665.00	 99.52
2666.00	 99.52
2667.00	 99.52
2668.00	 99.52
2669.00	 99.53
2670.00	 99.53
2671.00	 99.54
2672.00	 99.54
2673.00	 99.54
2674.00	 99.53
2675.00	 99.53
2676.00	 99.52
2677.00	 99.52
2678.00	 99.52
2679.00	 99.53
2680.00	 99.53
2681.00	 99.54
2682.00	 99.54
2683.00	 99.54
2684.00	 99.54
2685.00	 99.54
2686.00	 99.54
2687.00	 99.54
2688.00	 99.54
2689.00	 99.54
2690.00	 99.54
2691.00	 99.53
2692.00	 99.53
2693.00	 99.53
2694.00	 99.52
2695.00	 99.52
2696.00	 99.52
2697.00	 99.53
2698.00	 99.53
2699.00	 99.52
2700.00	 99.52
2701.00	 99.51
2702.00	 99.51
2703.00	 99.50
2704.00	 99.49
2705.00	 99.49
2706.00	 99.48
2707.00	 99.48
2708.00	 99.47
2709.00	 99.47
2710.00	 99.46
2711.00	 99.45
2712.00	 99.44
2713.00	 99.43
2714.00	 99.42
2715.00	 99.41
2716.00	 99.40
2717.00	 99.39
2718.00	 99.37
2719.00	 99.35
2720.00	 99.34
2721.00	 99.33
2722.00	 99.32
2723.00	 99.32
2724.00	 99.32
2725.00	 99.32
2726.00	 99.33
2727.00	 99.34
2728.00	 99.36
2729.00	 99.37
2730.00	 99.38
2731.00	 99.40
2732.00	 99.41
2733.00	 99.42
2734.00	 99.42
2735.00	 99.43
2736.00	 99.44
2737.00	 99.45
2738.00	 99.46
2739.00	 99.47
2740.00	 99.47
2741.00	 99.48
2742.00	 99.48
2743.00	 99.48
2744.00	 99.48
2745.00	 99.48
2746.00	 99.48
2747.00	 99.47
2748.00	 99.47
2749.00	 99.48
2750.00	 99.48
2751.00	 99.49
2752.00	 99.49
2753.00	 99.50
2754.00	 99.50
2755.00	 99.50
2756.00	 99.49
2757.00	 99.48
2758.00	 99.47
2759.00	 99.47
2760.00	 99.46
2761.00	 99.46
2762.00	 99.46
2763.00	 99.46
2764.00	 99.46
2765.00	 99.46
2766.00	 99.46
2767.00	 99.45
2768.00	 99.45
2769.00	 99.45
2770.00	 99.45
2771.00	 99.45
2772.00	 99.45
2773.00	 99.45
2774.00	 99.45
2775.00	 99.45
2776.00	 99.44
2777.00	 99.43
2778.00	 99.42
2779.00	 99.41
2780.00	 99.39
2781.00	 99.38
2782.00	 99.37
2783.00	 99.36
2784.00	 99.35
2785.00	 99.34
2786.00	 99.32
2787.00	 99.31
2788.00	 99.29
2789.00	 99.27
2790.00	 99.25
2791.00	 99.23
2792.00	 99.21
2793.00	 99.20
2794.00	 99.19
2795.00	 99.17
2796.00	 99.16
2797.00	 99.15
2798.00	 99.15
2799.00	 99.14
2800.00	 99.12
2801.00	 99.10
2802.00	 99.07
2803.00	 99.04
2804.00	 99.00
2805.00	 98.97
2806.00	 98.94
2807.00	 98.91
2808.00	 98.88
2809.00	 98.86
2810.00	 98.84
2811.00	 98.81
2812.00	 98.78
2813.00	 98.74
2814.00	 98.71
2815.00	 98.68
2816.00	 98.65
2817.00	 98.61
2818.00	 98.56
2819.00	 98.50
2820.00	 98.44
2821.00	 98.37
2822.00	 98.30
2823.00	 98.21
2824.00	 98.11
2825.00	 98.00
2826.00	 97.85
2827.00	 97.67
2828.00	 97.46
2829.00	 97.20
2830.00	 96.90
2831.00	 96.54
2832.00	 96.15
2833.00	 95.74
2834.00	 95.35
2835.00	 95.02
2836.00	 94.77
2837.00	 94.63
2838.00	 94.59
2839.00	 94.66
2840.00	 94.80
2841.00	 94.99
2842.00	 95.22
2843.00	 95.46
2844.00	 95.68
2845.00	 95.89
2846.00	 96.06
2847.00	 96.20
2848.00	 96.31
2849.00	 96.39
2850.00	 96.46
2851.00	 96.52
2852.00	 96.57
2853.00	 96.61
2854.00	 96.63
2855.00	 96.63
2856.00	 96.60
2857.00	 96.53
2858.00	 96.42
2859.00	 96.24
2860.00	 96.01
2861.00	 95.72
2862.00	 95.40
2863.00	 95.08
2864.00	 94.78
2865.00	 94.55
2866.00	 94.40
2867.00	 94.33
2868.00	 94.33
2869.00	 94.37
2870.00	 94.43
2871.00	 94.49
2872.00	 94.53
2873.00	 94.54
2874.00	 94.53
2875.00	 94.51
2876.00	 94.50
2877.00	 94.51
2878.00	 94.55
2879.00	 94.62
2880.00	 94.71
2881.00	 94.81
2882.00	 94.90
2883.00	 94.97
2884.00	 95.03
2885.00	 95.07
2886.00	 95.10
2887.00	 95.11
2888.00	 95.12
2889.00	 95.10
2890.00	 95.07
2891.00	 95.02
2892.00	 94.95
2893.00	 94.86
2894.00	 94.74
2895.00	 94.60
2896.00	 94.44
2897.00	 94.26
2898.00	 94.06
2899.00	 93.85
2900.00	 93.63
2901.00	 93.40
2902.00	 93.17
2903.00	 92.95
2904.00	 92.72
2905.00	 92.50
2906.00	 92.29
2907.00	 92.08
2908.00	 91.87
2909.00	 91.66
2910.00	 91.43
2911.00	 91.19
2912.00	 90.93
2913.00	 90.67
2914.00	 90.43
2915.00	 90.24
2916.00	 90.10
2917.00	 90.05
2918.00	 90.07
2919.00	 90.17
2920.00	 90.32
2921.00	 90.51
2922.00	 90.72
2923.00	 90.94
2924.00	 91.18
2925.00	 91.44
2926.00	 91.72
2927.00	 92.03
2928.00	 92.35
2929.00	 92.68
2930.00	 93.02
2931.00	 93.37
2932.00	 93.70
2933.00	 94.02
2934.00	 94.31
2935.00	 94.56
2936.00	 94.76
2937.00	 94.90
2938.00	 94.98
2939.00	 94.98
2940.00	 94.90
2941.00	 94.74
2942.00	 94.49
2943.00	 94.15
2944.00	 93.76
2945.00	 93.34
2946.00	 92.94
2947.00	 92.60
2948.00	 92.34
2949.00	 92.19
2950.00	 92.14
2951.00	 92.19
2952.00	 92.31
2953.00	 92.47
2954.00	 92.65
2955.00	 92.81
2956.00	 92.96
2957.00	 93.11
2958.00	 93.24
2959.00	 93.40
2960.00	 93.57
2961.00	 93.78
2962.00	 94.04
2963.00	 94.33
2964.00	 94.66
2965.00	 95.00
2966.00	 95.35
2967.00	 95.69
2968.00	 96.02
2969.00	 96.34
2970.00	 96.64
2971.00	 96.92
2972.00	 97.18
2973.00	 97.41
2974.00	 97.62
2975.00	 97.80
2976.00	 97.97
2977.00	 98.12
2978.00	 98.26
2979.00	 98.38
2980.00	 98.49
2981.00	 98.60
2982.00	 98.68
2983.00	 98.75
2984.00	 98.81
2985.00	 98.87
2986.00	 98.93
2987.00	 98.98
2988.00	 99.03
2989.00	 99.07
2990.00	 99.10
2991.00	 99.13
2992.00	 99.16
2993.00	 99.19
2994.00	 99.22
2995.00	 99.24
2996.00	 99.26
2997.00	 99.27
2998.00	 99.28
2999.00	 99.29
3000.00	 99.29
3001.00	 99.31
3002.00	 99.32
3003.00	 99.32
3004.00	 99.33
3005.00	 99.34
3006.00	 99.35
3007.00	 99.36
3008.00	 99.37
3009.00	 99.38
3010.00	 99.39
3011.00	 99.40
3012.00	 99.41
3013.00	 99.42
3014.00	 99.43
3015.00	 99.44
3016.00	 99.45
3017.00	 99.45
3018.00	 99.46
3019.00	 99.46
3020.00	 99.46
3021.00	 99.46
3022.00	 99.47
3023.00	 99.48
3024.00	 99.49
3025.00	 99.50
3026.00	 99.50
3027.00	 99.51
3028.00	 99.51
3029.00	 99.51
3030.00	 99.52
3031.00	 99.52
3032.00	 99.53
3033.00	 99.52
3034.00	 99.52
3035.00	 99.51
3036.00	 99.51
3037.00	 99.51
3038.00	 99.51
3039.00	 99.52
3040.00	 99.52
3041.00	 99.53
3042.00	 99.53
3043.00	 99.54
3044.00	 99.54
3045.00	 99.54
3046.00	 99.54
3047.00	 99.54
3048.00	 99.53
3049.00	 99.52
3050.00	 99.52
3051.00	 99.52
3052.00	 99.52
3053.00	 99.52
3054.00	 99.53
3055.00	 99.53
3056.00	 99.53
3057.00	 99.53
3058.00	 99.53
3059.00	 99.53
3060.00	 99.53
3061.00	 99.53
3062.00	 99.53
3063.00	 99.53
3064.00	 99.53
3065.00	 99.53
3066.00	 99.53
3067.00	 99.53
3068.00	 99.54
3069.00	 99.54
3070.00	 99.54
3071.00	 99.54
3072.00	 99.54
3073.00	 99.53
3074.00	 99.53
3075.00	 99.52
3076.00	 99.52
3077.00	 99.52
3078.00	 99.52
3079.00	 99.53
3080.00	 99.54
3081.00	 99.54
3082.00	 99.55
3083.00	 99.54
3084.00	 99.54
3085.00	 99.53
3086.00	 99.53
3087.00	 99.53
3088.00	 99.53
3089.00	 99.53
3090.00	 99.54
3091.00	 99.54
3092.00	 99.55
3093.00	 99.55
3094.00	 99.54
3095.00	 99.54
3096.00	 99.54
3097.00	 99.53
3098.00	 99.53
3099.00	 99.53
3100.00	 99.53
3101.00	 99.52
3102.00	 99.52
3103.00	 99.52
3104.00	 99.53
3105.00	 99.53
3106.00	 99.53
3107.00	 99.53
3108.00	 99.53
3109.00	 99.53
3110.00	 99.54
3111.00	 99.54
3112.00	 99.54
3113.00	 99.54
3114.00	 99.53
3115.00	 99.52
3116.00	 99.52
3117.00	 99.51
3118.00	 99.51
3119.00	 99.52
3120.00	 99.52
3121.00	 99.53
3122.00	 99.53
3123.00	 99.53
3124.00	 99.53
3125.00	 99.52
3126.00	 99.52
3127.00	 99.52
3128.00	 99.52
3129.00	 99.52
3130.00	 99.51
3131.00	 99.51
3132.00	 99.50
3133.00	 99.50
3134.00	 99.49
3135.00	 99.49
3136.00	 99.49
3137.00	 99.48
3138.00	 99.49
3139.00	 99.49
3140.00	 99.49
3141.00	 99.49
3142.00	 99.49
3143.00	 99.49
3144.00	 99.49
3145.00	 99.48
3146.00	 99.48
3147.00	 99.48
3148.00	 99.48
3149.00	 99.48
3150.00	 99.48
3151.00	 99.48
3152.00	 99.47
3153.00	 99.47
3154.00	 99.47
3155.00	 99.47
3156.00	 99.48
3157.00	 99.48
3158.00	 99.48
3159.00	 99.48
3160.00	 99.48
3161.00	 99.48
3162.00	 99.47
3163.00	 99.46
3164.00	 99.46
3165.00	 99.46
3166.00	 99.46
3167.00	 99.46
3168.00	 99.46
3169.00	 99.46
3170.00	 99.47
3171.00	 99.47
3172.00	 99.47
3173.00	 99.46
3174.00	 99.46
3175.00	 99.46
3176.00	 99.46
3177.00	 99.46
3178.00	 99.46
3179.00	 99.46
3180.00	 99.47
3181.00	 99.47
3182.00	 99.47
3183.00	 99.46
3184.00	 99.45
3185.00	 99.45
3186.00	 99.44
3187.00	 99.44
3188.00	 99.44
3189.00	 99.44
3190.00	 99.43
3191.00	 99.43
3192.00	 99.43
3193.00	 99.43
3194.00	 99.43
3195.00	 99.43
3196.00	 99.43
3197.00	 99.43
3198.00	 99.43
3199.00	 99.43
3200.00	 99.42
3201.00	 99.42
3202.00	 99.42
3203.00	 99.43
3204.00	 99.43
3205.00	 99.42
3206.00	 99.42
3207.00	 99.42
3208.00	 99.42
3209.00	 99.41
3210.00	 99.41
3211.00	 99.41
3212.00	 99.41
3213.00	 99.42
3214.00	 99.43
3215.00	 99.43
3216.00	 99.44
3217.00	 99.45
3218.00	 99.45
3219.00	 99.45
3220.00	 99.45
3221.00	 99.44
3222.00	 99.44
3223.00	 99.44
3224.00	 99.44
3225.00	 99.44
3226.00	 99.44
3227.00	 99.44
3228.00	 99.43
3229.00	 99.43
3230.00	 99.43
3231.00	 99.43
3232.00	 99.42
3233.00	 99.42
3234.00	 99.42
3235.00	 99.43
3236.00	 99.44
3237.00	 99.44
3238.00	 99.45
3239.00	 99.45
3240.00	 99.45
3241.00	 99.45
3242.00	 99.45
3243.00	 99.44
3244.00	 99.44
3245.00	 99.44
3246.00	 99.44
3247.00	 99.43
3248.00	 99.43
3249.00	 99.42
3250.00	 99.42
3251.00	 99.42
3252.00	 99.42
3253.00	 99.42
3254.00	 99.42
3255.00	 99.42
3256.00	 99.42
3257.00	 99.42
3258.00	 99.42
3259.00	 99.42
3260.00	 99.42
3261.00	 99.43
3262.00	 99.43
3263.00	 99.43
3264.00	 99.43
3265.00	 99.43
3266.00	 99.43
3267.00	 99.43
3268.00	 99.44
3269.00	 99.44
3270.00	 99.44
3271.00	 99.43
3272.00	 99.42
3273.00	 99.41
3274.00	 99.41
3275.00	 99.42
3276.00	 99.42
3277.00	 99.42
3278.00	 99.41
3279.00	 99.41
3280.00	 99.41
3281.00	 99.41
3282.00	 99.40
3283.00	 99.39
3284.00	 99.38
3285.00	 99.38
3286.00	 99.38
3287.00	 99.38
3288.00	 99.38
3289.00	 99.38
3290.00	 99.38
3291.00	 99.39
3292.00	 99.39
3293.00	 99.40
3294.00	 99.41
3295.00	 99.41
3296.00	 99.41
3297.00	 99.41
3298.00	 99.40
3299.00	 99.40
3300.00	 99.39
3301.00	 99.39
3302.00	 99.39
3303.00	 99.39
3304.00	 99.40
3305.00	 99.40
3306.00	 99.41
3307.00	 99.41
3308.00	 99.41
3309.00	 99.42
3310.00	 99.42
3311.00	 99.42
3312.00	 99.41
3313.00	 99.41
3314.00	 99.40
3315.00	 99.40
3316.00	 99.39
3317.00	 99.39
3318.00	 99.39
3319.00	 99.39
3320.00	 99.39
3321.00	 99.39
3322.00	 99.39
3323.00	 99.39
3324.00	 99.39
3325.00	 99.39
3326.00	 99.39
3327.00	 99.39
3328.00	 99.39
3329.00	 99.39
3330.00	 99.39
3331.00	 99.40
3332.00	 99.40
3333.00	 99.40
3334.00	 99.40
3335.00	 99.39
3336.00	 99.39
3337.00	 99.39
3338.00	 99.39
3339.00	 99.40
3340.00	 99.41
3341.00	 99.41
3342.00	 99.41
3343.00	 99.41
3344.00	 99.40
3345.00	 99.39
3346.00	 99.38
3347.00	 99.37
3348.00	 99.37
3349.00	 99.37
3350.00	 99.37
3351.00	 99.38
3352.00	 99.38
3353.00	 99.39
3354.00	 99.39
3355.00	 99.38
3356.00	 99.38
3357.00	 99.38
3358.00	 99.38
3359.00	 99.38
3360.00	 99.39
